0.8834403126	-0.0528272962	1
3.0774621021	2.3152491846	0
1.3213842717	-3.9623556055	0
-7.8945160461	-1.2421622183	1
0.9988221905	-4.5842868472	0
-8.0300652773	-6.4812202153	1
-6.6777200476	-7.1594139974	1
-8.1331029913	-6.7004809733	1
2.8732011879	0.0274784965	0
-5.4489883491	-8.6119019211	1
-5.6429835017	-1.7035129631	0
-1.9665804452	2.2783310576	1
-2.8509664362	-5.6086525861	0
0.6302297495	3.3132891935	0
-3.117505758	-4.3566775888	0
-7.3762730264	-7.3926328982	1
3.8875297283	-3.3616942606	0
-7.7389748579	0.3120294019	1
1.9319816135	-4.2507882562	0
-8.8289317964	-5.8353959684	1
2.11715935	2.9296234833	0
1.1850379696	-3.3164319534	0
-2.6029406201	-5.2464805695	0
-0.230973872	-3.6894258239	0
-4.4315199869	1.3492325046	1
0.5797907305	-5.2288458915	0
2.6948801797	2.4906268442	0
-7.8344090608	1.4140801563	1
-4.4168747185	-3.2673763687	0
-6.3042456896	-1.0021737522	1
-3.2558995724	-0.39509796	1
2.4567064364	-2.6768650416	0
1.4798012815	-2.3173776662	0
-8.7526726996	-2.6366292394	1
-1.0879385344	-0.4574393499	1
-8.4909528371	-6.3573771306	1
0.7383737567	0.8277694508	1
-3.1167440329	-5.0664199083	0
-4.2746890047	0.8824792096	1
-4.0548070238	1.7759764537	1
1.2095783732	5.3558955633	0
0.0302094353	-3.7257187146	0
1.1210557443	3.5395810588	0
-5.006796488	-4.1092528588	0
0.3754525161	-3.6622546012	0
-7.3123437225	-1.7952418358	1
-3.5707391306	-4.9786181464	0
-1.6218841277	-6.5345750949	0
-0.9315185958	2.3858199391	1
3.5477980576	0.4377522391	0
-8.3813208036	-7.1957614806	1
-9.0568130046	-0.897212733	1
-3.8742624283	-4.604461573	0
1.6168001753	-2.2166246827	0
-1.4045772683	-5.2834548918	0
0.9367218026	1.8708646199	0
3.217616726	-0.58226395	0
1.5207473064	3.0818234168	0
-0.4987957209	-4.0200272967	0
-0.325398242	1.7778992937	1
-7.3926715286	0.5722526065	1
4.254539889	0.5506752831	0
-1.1078996146	1.0480810653	1
-2.4673417791	-4.5378220118	0
-4.6351903205	-0.0242815507	1
-5.5666092924	0.4225401921	1
-8.0456165075	-3.8106641616	1
3.7976434073	-1.5593313879	0
-6.8978423548	-6.046649875	1
-0.6087398826	1.690906463	1
-9.0868497462	-2.1010319317	1
-2.6093273136	-4.909793165	0
-8.7225520114	-1.1462263112	1
-6.4478465396	-0.1678582828	1
-8.5084004201	-4.5334019516	1
3.6305544011	-2.1716808176	0
3.1054800624	-0.6376494047	0
0.1483460157	0.5366105647	1
-3.8574153054	1.046814791	1
-0.6640695408	-0.1546424237	1
4.6669753562	-1.0865576634	0
-1.8566275201	0.3097343376	1
-8.5593545486	-1.1984735426	1
-0.0021142141	-5.0894209501	0
-8.5738800344	0.1093919093	1
-8.9447624973	1.2956249198	1
-6.1649782054	-9.6697606846	1
-0.2618502991	-0.4814767535	1
-5.7316275037	-2.6751249948	0
-0.6276243509	-5.8255858664	0
